"","freq_mean","freq_sd"
"1",0.000409434237344696,7.92638258508201e-07
"2",0.000299759981713506,3.45511181870398e-06
"3",0.000445625462449573,3.70535932512998e-06
"4",0.00028691790819822,3.27693512537507e-06
"5",0.000260856028355787,1.54374792451329e-06
"6",0.000265633189007191,1.81473083899039e-06
"7",0.000257384904138521,4.27083667104142e-06
"8",0.000206858451522505,1.52529815899778e-06
"9",0.000387851060932219,3.005181924181e-08
"10",0.000358223388504212,5.54334203384643e-06
"11",0.000306978711093563,1.02011656558819e-06
"12",0.000249136108183734,2.45688636344976e-06
"13",0.000226609499535509,1.06287750169761e-06
"14",0.000270306678548455,7.44778767002992e-07
"15",0.000295126213242559,6.06202819127134e-07
"16",0.000243693684446581,4.40097634951467e-07
"17",0.000282545613862506,3.22006021978246e-06
"18",0.000186353883066461,2.14078140924738e-06
"19",0.000285458747555419,2.01556674407937e-06
"20",0.000191202851852161,6.02104014812866e-07
"21",0.00025688451709629,2.88751191552337e-06
"22",0.0002313725664883,1.78236990144272e-06
"23",0.000231873470036914,9.32946471698215e-07
"24",0.00018139280655739,1.71975260737195e-06
"25",0.000255986406928009,4.61489091808113e-06
"26",0.000254914863982277,1.47789511637228e-06
"27",0.000225472728888573,3.52506771422763e-06
"28",0.000171565300194741,1.37508703916262e-06
"29",0.000147661718811989,3.6729136576691e-07
"30",0.000181354949016517,3.37429795780091e-07
"31",0.000293728806836755,5.7472190476616e-06
"32",0.000169982132864378,1.69361559082434e-06
"33",0.000430725099280469,5.30648953637729e-07
"34",0.000270308944551197,9.13096669347852e-07
"35",0.000350363611862425,2.16467110717012e-06
"36",0.000335489516327221,2.28898105178453e-06
"37",0.00029340219560199,1.01669290091026e-06
"38",0.000336095315223957,1.43698757809517e-06
"39",0.000254711633343543,5.16090621763966e-06
"40",0.000268773881634132,2.76588524736388e-06
"41",0.000354186155321829,2.64427062749702e-06
"42",0.000273029636592481,4.86500177399242e-06
"43",0.0001477664441249,2.78321201492862e-06
"44",0.000197585882319283,4.14807016320332e-06
"45",0.000168995654413687,1.82784856469016e-06
"46",0.000208610154475484,2.85527360023039e-06
"47",0.000260925468307657,2.44676702259867e-06
"48",0.000210965973374963,5.18379383843587e-07
"49",0.000199233703556789,2.0165433484065e-06
"50",0.000216515051327952,1.71848649236113e-06
"51",0.000121791774287635,6.14052249319509e-07
"52",0.000205287068626224,2.29772790273611e-06
"53",0.000233539546263275,5.119275301874e-06
"54",0.000245667482467277,9.57344954699711e-07
"55",0.000243359392475132,4.46379927961235e-06
"56",0.000185270711207595,2.18332133153969e-06
"57",0.000239336376398429,1.37815095770238e-06
"58",0.000274543000754456,2.95351469519532e-06
"59",0.000282844900848102,1.08196349144446e-06
"60",0.00018169069509144,1.68357648050117e-06
"61",0.000166023838469126,2.7926469059641e-06
"62",0.000245688090246116,1.96974672843417e-06
"63",0.000233723963592964,3.4058384460709e-06
"64",0.000217239534313774,8.05906632334871e-07
"65",0.000284659676259782,2.55592121562308e-06
"66",0.000593564240196033,9.21980476052239e-07
"67",0.000444043143490083,8.54138723568669e-07
"68",0.00033232052436997,4.9571410301217e-07
"69",0.000191300407550434,6.75354992503662e-07
"70",0.00030287178185786,7.50791153193728e-07
"71",0.000203274405443841,1.66329601352334e-06
"72",0.000152831261162735,2.23508911781376e-06
"73",0.000271131967406006,1.2780390493727e-06
"74",0.000637874305411109,2.36016627434112e-08
"75",0.000258912750421247,2.68739584132284e-06
"76",0.000231861763111786,2.77526390123305e-06
"77",0.000153860881395213,2.83292706594068e-06
"78",0.00032566209533806,1.13363239326618e-07
"79",0.000258301240466822,2.48287685752049e-06
"80",0.000220211011066358,1.91464317927814e-06
"81",0.000280535972834736,1.42081978336057e-06
"82",0.000290687751440153,1.67335348952646e-06
"83",0.000377485638209615,3.23187939864439e-06
"84",0.000190440061235328,2.31093139930053e-07
"85",0.000243552583142331,1.68251499002021e-06
"86",0.000290128111405794,1.86973941437301e-06
"87",0.000244374059350166,7.95765110897674e-08
"88",0.000157365499823627,2.64861313168494e-06
"89",0.00023809479603163,4.4604523251961e-07
"90",0.000304520199537692,3.13242125215507e-06
"91",0.000202227215099404,9.96492797688117e-07
"92",0.000170994484444122,6.70845170552568e-07
"93",0.000147558584477907,6.54694019998215e-07
"94",0.000196324979017542,1.44842405409334e-06
"95",0.000389262469264638,3.81156460706945e-08
"96",0.000139597511439849,1.03160527984645e-06
"97",0.000278660556226076,3.99538555180189e-06
"98",0.000308007233244295,3.07303304158898e-06
"99",0.000429484855161289,9.87159524580143e-07
"100",0.000294676806916508,1.04221010266909e-06
"101",0.000238431326941481,8.41035666454991e-07
"102",0.00041953241605644,2.27054237974463e-06
"103",0.000230687694416905,1.9331890664302e-06
"104",0.000207957213294134,2.54569807563016e-07
"105",0.000307163757897226,2.31132799396915e-06
"106",0.000395717421790673,2.83682088631132e-06
"107",0.000141223563121261,3.14254193076267e-06
"108",0.000201201082736363,1.22675053230017e-06
"109",0.000122095285263222,1.88468611214665e-06
"110",0.000215880160396088,2.99927387683103e-06
"111",0.000317274554792612,3.19640208350597e-06
"112",0.000160599951447632,1.64966936466e-06
"113",0.000103234032743827,1.12727987789122e-06
